Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"teaser",1,0,1.000,0.000,0.750,0.250
"17",4,0,1.000,0.000,0.900,0.100
"kourtney",1,0,1.000,0.000,0.750,0.250
"kardashian",1,0,1.000,0.000,0.750,0.250
"shut",1,0,1.000,0.000,0.750,0.250
"down",1,0,1.000,0.000,0.750,0.250
"her",3,0,1.000,0.000,0.875,0.125
"own",1,1,0.500,0.500,0.500,0.500
"family",2,0,1.000,0.000,0.833,0.167
"does",1,1,0.500,0.500,0.500,0.500
"coffee",1,0,1.000,0.000,0.750,0.250
"make",2,0,1.000,0.000,0.833,0.167
"poop",1,0,1.000,0.000,0.750,0.250
"who",3,0,1.000,0.000,0.875,0.125
"ex",1,0,1.000,0.000,0.750,0.250
"based",4,0,1.000,0.000,0.900,0.100
"zodiac",4,0,1.000,0.000,0.900,0.100
"hairdresser",1,0,1.000,0.000,0.750,0.250
"struggles",1,0,1.000,0.000,0.750,0.250
"every",5,0,1.000,0.000,0.917,0.083
"black",1,0,1.000,0.000,0.750,0.250
"girl",1,0,1.000,0.000,0.750,0.250
"knows",1,0,1.000,0.000,0.750,0.250
"be",3,3,0.500,0.500,0.500,0.500
"true",1,0,1.000,0.000,0.750,0.250
"are",7,1,0.875,0.125,0.833,0.167
"more",1,0,1.000,0.000,0.750,0.250
"walter",1,0,1.000,0.000,0.750,0.250
"white",1,1,0.500,0.500,0.500,0.500
"heisenberg",1,0,1.000,0.000,0.750,0.250
"most",2,0,1.000,0.000,0.833,0.167
"canadian",1,0,1.000,0.000,0.750,0.250
"groom",1,0,1.000,0.000,0.750,0.250
"ever",1,0,1.000,0.000,0.750,0.250
"left",1,0,1.000,0.000,0.750,0.250
"his",7,0,1.000,0.000,0.938,0.062
"wedding",1,0,1.000,0.000,0.750,0.250
"plow",1,0,1.000,0.000,0.750,0.250
"out",1,2,0.333,0.667,0.375,0.625
"guests",1,0,1.000,0.000,0.750,0.250
"snow",1,0,1.000,0.000,0.750,0.250
"storm",1,1,0.500,0.500,0.500,0.500
"here's",2,0,1.000,0.000,0.833,0.167
"one",2,1,0.667,0.333,0.625,0.375
"really",1,0,1.000,0.000,0.750,0.250
"weird",1,0,1.000,0.000,0.750,0.250
"thing",3,0,1.000,0.000,0.875,0.125
"about",3,0,1.000,0.000,0.875,0.125
"butterfree",1,0,1.000,0.000,0.750,0.250
"15",1,0,1.000,0.000,0.750,0.250
"resolutions",1,0,1.000,0.000,0.750,0.250
"good",1,0,1.000,0.000,0.750,0.250
"2016",2,0,1.000,0.000,0.833,0.167
"what",3,0,1.000,0.000,0.875,0.125
"try",2,0,1.000,0.000,0.833,0.167
"zoo",1,0,1.000,0.000,0.750,0.250
"animals",1,0,1.000,0.000,0.750,0.250
"around",1,0,1.000,0.000,0.750,0.250
"world",1,0,1.000,0.000,0.750,0.250
"opening",1,1,0.500,0.500,0.500,0.500
"christmas",3,0,1.000,0.000,0.875,0.125
"presents",1,0,1.000,0.000,0.750,0.250
"early",1,0,1.000,0.000,0.750,0.250
"tell",1,0,1.000,0.000,0.750,0.250
"us",1,5,0.167,0.833,0.214,0.786
"yourself(ie):",1,0,1.000,0.000,0.750,0.250
"erica",1,0,1.000,0.000,0.750,0.250
"ash",1,0,1.000,0.000,0.750,0.250
"9",1,0,1.000,0.000,0.750,0.250
"cried",1,0,1.000,0.000,0.750,0.250
"vegetarian",1,0,1.000,0.000,0.750,0.250
"dump",1,0,1.000,0.000,0.750,0.250
"dinners",1,0,1.000,0.000,0.750,0.250
"for",6,7,0.462,0.538,0.464,0.536
"crock",1,0,1.000,0.000,0.750,0.250
"pot",1,0,1.000,0.000,0.750,0.250
"goat",1,0,1.000,0.000,0.750,0.250
"has",2,0,1.000,0.000,0.833,0.167
"been",1,0,1.000,0.000,0.750,0.250
"bullying",1,0,1.000,0.000,0.750,0.250
"tiger",1,0,1.000,0.000,0.750,0.250
"8",1,0,1.000,0.000,0.750,0.250
"fall",1,0,1.000,0.000,0.750,0.250
"shows",1,0,1.000,0.000,0.750,0.250
"excited",1,0,1.000,0.000,0.750,0.250
"10",1,0,1.000,0.000,0.750,0.250
"chance",1,0,1.000,0.000,0.750,0.250
"6",1,1,0.500,0.500,0.500,0.500
"avoid",1,0,1.000,0.000,0.750,0.250
"another",1,0,1.000,0.000,0.750,0.250
"round",1,0,1.000,0.000,0.750,0.250
"episode",1,0,1.000,0.000,0.750,0.250
"25:",1,0,1.000,0.000,0.750,0.250
"stop",1,0,1.000,0.000,0.750,0.250
"telling",1,0,1.000,0.000,0.750,0.250
"women",1,0,1.000,0.000,0.750,0.250
"smile",1,0,1.000,0.000,0.750,0.250
"signs",1,0,1.000,0.000,0.750,0.250
"too",1,0,1.000,0.000,0.750,0.250
"stubborn",1,0,1.000,0.000,0.750,0.250
"live",1,1,0.500,0.500,0.500,0.500
"country",1,0,1.000,0.000,0.750,0.250
"singer",1,0,1.000,0.000,0.750,0.250
"makes",1,1,0.500,0.500,0.500,0.500
"music",2,0,1.000,0.000,0.833,0.167
"boy",1,0,1.000,0.000,0.750,0.250
"spare",1,0,1.000,0.000,0.750,0.250
"time",2,1,0.667,0.333,0.625,0.375
"when",3,0,1.000,0.000,0.875,0.125
"realize",1,0,1.000,0.000,0.750,0.250
"guy",1,0,1.000,0.000,0.750,0.250
"taken",1,0,1.000,0.000,0.750,0.250
"awesome",1,0,1.000,0.000,0.750,0.250
"look",1,0,1.000,0.000,0.750,0.250
"at",1,4,0.200,0.800,0.250,0.750
"behind-the-scenes",1,0,1.000,0.000,0.750,0.250
"concept",1,0,1.000,0.000,0.750,0.250
"art",1,0,1.000,0.000,0.750,0.250
"aladdin",1,0,1.000,0.000,0.750,0.250
"sarah",1,0,1.000,0.000,0.750,0.250
"jessica",1,0,1.000,0.000,0.750,0.250
"parker",1,0,1.000,0.000,0.750,0.250
"talks",1,0,1.000,0.000,0.750,0.250
"being",1,0,1.000,0.000,0.750,0.250
"carrie",1,0,1.000,0.000,0.750,0.250
"hocus",1,0,1.000,0.000,0.750,0.250
"pocus",1,0,1.000,0.000,0.750,0.250
"love",2,0,1.000,0.000,0.833,0.167
"type",1,0,1.000,0.000,0.750,0.250
"swearer",1,0,1.000,0.000,0.750,0.250
"dad",1,0,1.000,0.000,0.750,0.250
"recorded",1,0,1.000,0.000,0.750,0.250
"all",2,0,1.000,0.000,0.833,0.167
"adorable",1,0,1.000,0.000,0.750,0.250
"questions",1,0,1.000,0.000,0.750,0.250
"son",1,0,1.000,0.000,0.750,0.250
"asked",1,0,1.000,0.000,0.750,0.250
"watching",1,0,1.000,0.000,0.750,0.250
"wars",1,0,1.000,0.000,0.750,0.250
"first",1,1,0.500,0.500,0.500,0.500
"29",2,0,1.000,0.000,0.833,0.167
"impossibly",1,0,1.000,0.000,0.750,0.250
"stylish",1,0,1.000,0.000,0.750,0.250
"cat",2,0,1.000,0.000,0.833,0.167
"gifts",1,0,1.000,0.000,0.750,0.250
"order",1,0,1.000,0.000,0.750,0.250
"awesomeness",1,0,1.000,0.000,0.750,0.250
"13",1,0,1.000,0.000,0.750,0.250
"glorious",1,0,1.000,0.000,0.750,0.250
"made-up",1,0,1.000,0.000,0.750,0.250
"words",1,0,1.000,0.000,0.750,0.250
"literature",1,0,1.000,0.000,0.750,0.250
"we",3,0,1.000,0.000,0.875,0.125
"pranked",1,0,1.000,0.000,0.750,0.250
"bunch",1,0,1.000,0.000,0.750,0.250
"people",2,0,1.000,0.000,0.833,0.167
"by",2,1,0.667,0.333,0.625,0.375
"dropping",1,0,1.000,0.000,0.750,0.250
"iphone",1,0,1.000,0.000,0.750,0.250
"front",1,0,1.000,0.000,0.750,0.250
"them",1,0,1.000,0.000,0.750,0.250
"23",1,0,1.000,0.000,0.750,0.250
"flaws",1,0,1.000,0.000,0.750,0.250
"sneakerhead",1,0,1.000,0.000,0.750,0.250
"know",4,0,1.000,0.000,0.900,0.100
"sign",3,0,1.000,0.000,0.875,0.125
"choose",1,0,1.000,0.000,0.750,0.250
"grimes",1,0,1.000,0.000,0.750,0.250
"album",1,1,0.500,0.500,0.500,0.500
"heartbreaking",1,0,1.000,0.000,0.750,0.250
"inspiration",1,0,1.000,0.000,0.750,0.250
"behind",1,1,0.500,0.500,0.500,0.500
"oblivion",1,0,1.000,0.000,0.750,0.250
"instagram",1,0,1.000,0.000,0.750,0.250
"account",1,0,1.000,0.000,0.750,0.250
"recreating",1,0,1.000,0.000,0.750,0.250
"2015's",1,0,1.000,0.000,0.750,0.250
"greatest",1,0,1.000,0.000,0.750,0.250
"hits",1,1,0.500,0.500,0.500,0.500
"barbies",1,0,1.000,0.000,0.750,0.250
"22",2,0,1.000,0.000,0.833,0.167
"adele",1,0,1.000,0.000,0.750,0.250
"memes",1,0,1.000,0.000,0.750,0.250
"pictures",1,0,1.000,0.000,0.750,0.250
"hot",1,0,1.000,0.000,0.750,0.250
"will",3,0,1.000,0.000,0.875,0.125
"never",1,0,1.000,0.000,0.750,0.250
"understand",2,0,1.000,0.000,0.833,0.167
"badly",1,0,1.000,0.000,0.750,0.250
"taking",1,0,1.000,0.000,0.750,0.250
"direction",1,0,1.000,0.000,0.750,0.250
"hiatus",1,0,1.000,0.000,0.750,0.250
"want",1,0,1.000,0.000,0.750,0.250
"guys",1,0,1.000,0.000,0.750,0.250
"pinterest",1,0,1.000,0.000,0.750,0.250
"leaf",1,0,1.000,0.000,0.750,0.250
"hacks",1,0,1.000,0.000,0.750,0.250
"tips",1,0,1.000,0.000,0.750,0.250
"hiking",1,0,1.000,0.000,0.750,0.250
"kids",1,0,1.000,0.000,0.750,0.250
"parent",1,0,1.000,0.000,0.750,0.250
"scariest",1,0,1.000,0.000,0.750,0.250
"halloween",1,0,1.000,0.000,0.750,0.250
"candy",1,0,1.000,0.000,0.750,0.250
"taste",1,0,1.000,0.000,0.750,0.250
"test",2,0,1.000,0.000,0.833,0.167
"dog",1,0,1.000,0.000,0.750,0.250
"begging",1,0,1.000,0.000,0.750,0.250
"human's",1,0,1.000,0.000,0.750,0.250
"forgiveness",1,0,1.000,0.000,0.750,0.250
"cutest",1,0,1.000,0.000,0.750,0.250
"you'll",1,0,1.000,0.000,0.750,0.250
"today",1,0,1.000,0.000,0.750,0.250
"100",1,0,1.000,0.000,0.750,0.250
"years",1,1,0.500,0.500,0.500,0.500
"bollywood",1,0,1.000,0.000,0.750,0.250
"cinema",1,0,1.000,0.000,0.750,0.250
"under",1,0,1.000,0.000,0.750,0.250
"four",1,0,1.000,0.000,0.750,0.250
"minutes",1,0,1.000,0.000,0.750,0.250
"ed",1,0,1.000,0.000,0.750,0.250
"westwick",1,0,1.000,0.000,0.750,0.250
"showed",1,0,1.000,0.000,0.750,0.250
"up",1,1,0.500,0.500,0.500,0.500
"emmys",1,0,1.000,0.000,0.750,0.250
"party",1,1,0.500,0.500,0.500,0.500
"looking",2,0,1.000,0.000,0.833,0.167
"like",1,0,1.000,0.000,0.750,0.250
"chuck",1,0,1.000,0.000,0.750,0.250
"bass",1,0,1.000,0.000,0.750,0.250
"dreams",1,0,1.000,0.000,0.750,0.250
"favorite",1,0,1.000,0.000,0.750,0.250
"activity",1,0,1.000,0.000,0.750,0.250
"visiting",1,0,1.000,0.000,0.750,0.250
"take",1,1,0.500,0.500,0.500,0.500
"color",1,0,1.000,0.000,0.750,0.250
"far",1,0,1.000,0.000,0.750,0.250
"you'd",1,0,1.000,0.000,0.750,0.250
"go",2,0,1.000,0.000,0.833,0.167
"brave",1,0,1.000,0.000,0.750,0.250
"enough",1,0,1.000,0.000,0.750,0.250
"date",1,0,1.000,0.000,0.750,0.250
"werewolf",1,0,1.000,0.000,0.750,0.250
"18",1,0,1.000,0.000,0.750,0.250
"everyone",1,0,1.000,0.000,0.750,0.250
"hates",1,0,1.000,0.000,0.750,0.250
"pda",1,0,1.000,0.000,0.750,0.250
"27",1,0,1.000,0.000,0.750,0.250
"always",1,0,1.000,0.000,0.750,0.250
"happen",1,0,1.000,0.000,0.750,0.250
"office",1,0,1.000,0.000,0.750,0.250
"many",1,0,1.000,0.000,0.750,0.250
"these",1,0,1.000,0.000,0.750,0.250
"spongebob",1,0,1.000,0.000,0.750,0.250
"faces",1,1,0.500,0.500,0.500,0.500
"recognize",2,0,1.000,0.000,0.833,0.167
"golden",1,0,1.000,0.000,0.750,0.250
"globe",1,0,1.000,0.000,0.750,0.250
"reaction",1,0,1.000,0.000,0.750,0.250
"face",1,0,1.000,0.000,0.750,0.250
"25",1,0,1.000,0.000,0.750,0.250
"reasons",1,0,1.000,0.000,0.750,0.250
"trip",1,0,1.000,0.000,0.750,0.250
"costa",1,0,1.000,0.000,0.750,0.250
"rica",1,0,1.000,0.000,0.750,0.250
"could",1,1,0.500,0.500,0.500,0.500
"change",1,0,1.000,0.000,0.750,0.250
"life",1,1,0.500,0.500,0.500,0.500
"literally",1,0,1.000,0.000,0.750,0.250
"just",1,0,1.000,0.000,0.750,0.250
"46",1,0,1.000,0.000,0.750,0.250
"photos",1,0,1.000,0.000,0.750,0.250
"scotland",1,0,1.000,0.000,0.750,0.250
"sexy",1,0,1.000,0.000,0.750,0.250
"as",1,2,0.333,0.667,0.375,0.625
"hell",1,0,1.000,0.000,0.750,0.250
"58",1,0,1.000,0.000,0.750,0.250
"mildly",1,0,1.000,0.000,0.750,0.250
"annoy",1,0,1.000,0.000,0.750,0.250
"anyone",1,0,1.000,0.000,0.750,0.250
"lives",1,0,1.000,0.000,0.750,0.250
"someone",1,0,1.000,0.000,0.750,0.250
"messy",1,0,1.000,0.000,0.750,0.250
"places",1,0,1.000,0.000,0.750,0.250
"lovers",1,0,1.000,0.000,0.750,0.250
"london",1,0,1.000,0.000,0.750,0.250
"lyrics",1,0,1.000,0.000,0.750,0.250
"hotline",1,0,1.000,0.000,0.750,0.250
"bling",1,0,1.000,0.000,0.750,0.250
"drake",1,0,1.000,0.000,0.750,0.250
"weasley",1,0,1.000,0.000,0.750,0.250
"books",1,0,1.000,0.000,0.750,0.250
"90s",1,0,1.000,0.000,0.750,0.250
"kid",1,0,1.000,0.000,0.750,0.250
"immediately",1,0,1.000,0.000,0.750,0.250
"bill",0,1,0.000,1.000,0.250,0.750
"changing",0,1,0.000,1.000,0.250,0.750
"credit",0,2,0.000,1.000,0.167,0.833
"card",0,2,0.000,1.000,0.167,0.833
"rules",0,3,0.000,1.000,0.125,0.875
"sent",0,1,0.000,1.000,0.250,0.750
"obama",0,3,0.000,1.000,0.125,0.875
"gun",0,1,0.000,1.000,0.250,0.750
"measure",0,1,0.000,1.000,0.250,0.750
"included",0,1,0.000,1.000,0.250,0.750
"hollywood",0,1,0.000,1.000,0.250,0.750
"easy-money",0,1,0.000,1.000,0.250,0.750
"generation",0,1,0.000,1.000,0.250,0.750
"toughens",0,2,0.000,1.000,0.167,0.833
"1700",0,1,0.000,1.000,0.250,0.750
"runners",0,1,0.000,1.000,0.250,0.750
"still",0,1,0.000,1.000,0.250,0.750
"unaccounted",0,1,0.000,1.000,0.250,0.750
"uk's",0,2,0.000,1.000,0.167,0.833
"lake",0,1,0.000,1.000,0.250,0.750
"district",0,1,0.000,1.000,0.250,0.750
"following",0,1,0.000,1.000,0.250,0.750
"flood",0,1,0.000,1.000,0.250,0.750
"yankees",0,2,0.000,1.000,0.167,0.833
"pitchers",0,1,0.000,1.000,0.250,0.750
"trade",0,1,0.000,1.000,0.250,0.750
"fielding",0,1,0.000,1.000,0.250,0.750
"drills",0,1,0.000,1.000,0.250,0.750
"putting",0,1,0.000,1.000,0.250,0.750
"practice",0,1,0.000,1.000,0.250,0.750
"large",0,1,0.000,1.000,0.250,0.750
"earthquake",0,1,0.000,1.000,0.250,0.750
"rattles",0,1,0.000,1.000,0.250,0.750
"indonesia;",0,1,0.000,1.000,0.250,0.750
"seventh",0,1,0.000,1.000,0.250,0.750
"two",0,3,0.000,1.000,0.125,0.875
"days",0,1,0.000,1.000,0.250,0.750
"coldplay's",0,1,0.000,1.000,0.250,0.750
"stores",0,1,0.000,1.000,0.250,0.750
"worldwide",0,1,0.000,1.000,0.250,0.750
"week",0,1,0.000,1.000,0.250,0.750
"u.n.",0,1,0.000,1.000,0.250,0.750
"leader",0,1,0.000,1.000,0.250,0.750
"presses",0,1,0.000,1.000,0.250,0.750
"sri",0,1,0.000,1.000,0.250,0.750
"lanka",0,1,0.000,1.000,0.250,0.750
"speeding",0,1,0.000,1.000,0.250,0.750
"relief",0,1,0.000,1.000,0.250,0.750
"refugees",0,1,0.000,1.000,0.250,0.750
"camps",0,1,0.000,1.000,0.250,0.750
"2",0,1,0.000,1.000,0.250,0.750
"somali-americans",0,1,0.000,1.000,0.250,0.750
"charged",0,1,0.000,1.000,0.250,0.750
"aiding",0,1,0.000,1.000,0.250,0.750
"terror",0,1,0.000,1.000,0.250,0.750
"highway",0,1,0.000,1.000,0.250,0.750
"administration",0,1,0.000,1.000,0.250,0.750
"releases",0,1,0.000,1.000,0.250,0.750
"interim",0,1,0.000,1.000,0.250,0.750
"report",0,2,0.000,1.000,0.167,0.833
"boston's",0,1,0.000,1.000,0.250,0.750
"dig:",0,1,0.000,1.000,0.250,0.750
"press",0,1,0.000,1.000,0.250,0.750
"release",0,1,0.000,1.000,0.250,0.750
"claims",0,1,0.000,1.000,0.250,0.750
"tunnel",0,1,0.000,1.000,0.250,0.750
"safe",0,1,0.000,1.000,0.250,0.750
"but",0,1,0.000,1.000,0.250,0.750
"not",0,1,0.000,1.000,0.250,0.750
"house",0,1,0.000,1.000,0.250,0.750
"announces",0,1,0.000,1.000,0.250,0.750
"international",0,1,0.000,1.000,0.250,0.750
"meetings",0,1,0.000,1.000,0.250,0.750
"address",0,1,0.000,1.000,0.250,0.750
"energy",0,2,0.000,1.000,0.167,0.833
"climate",0,1,0.000,1.000,0.250,0.750
"issues",0,2,0.000,1.000,0.167,0.833
"troubled",0,1,0.000,1.000,0.250,0.750
"coyotes",0,1,0.000,1.000,0.250,0.750
"gretzky",0,1,0.000,1.000,0.250,0.750
"called",0,1,0.000,1.000,0.250,0.750
"savior",0,1,0.000,1.000,0.250,0.750
"again",0,1,0.000,1.000,0.250,0.750
"door",0,1,0.000,1.000,0.250,0.750
"opens",0,1,0.000,1.000,0.250,0.750
"mid-qantas",0,1,0.000,1.000,0.250,0.750
"flight;",0,1,0.000,1.000,0.250,0.750
"plane",0,1,0.000,1.000,0.250,0.750
"emergency",0,1,0.000,1.000,0.250,0.750
"landing",0,1,0.000,1.000,0.250,0.750
"gas",0,1,0.000,1.000,0.250,0.750
"prices",0,1,0.000,1.000,0.250,0.750
"surge",0,1,0.000,1.000,0.250,0.750
"northeast",0,1,0.000,1.000,0.250,0.750
"schapelle",0,1,0.000,1.000,0.250,0.750
"corby",0,1,0.000,1.000,0.250,0.750
"found",0,3,0.000,1.000,0.125,0.875
"guilty",0,1,0.000,1.000,0.250,0.750
"sentenced",0,1,0.000,1.000,0.250,0.750
"20",0,1,0.000,1.000,0.250,0.750
"2008",0,3,0.000,1.000,0.125,0.875
"secutech",0,1,0.000,1.000,0.250,0.750
"expo",0,1,0.000,1.000,0.250,0.750
"starts",0,2,0.000,1.000,0.167,0.833
"taipei",0,2,0.000,1.000,0.167,0.833
"taiwan",0,1,0.000,1.000,0.250,0.750
"grasping",0,1,0.000,1.000,0.250,0.750
"global",0,2,0.000,1.000,0.167,0.833
"security",0,1,0.000,1.000,0.250,0.750
"industry",0,2,0.000,1.000,0.167,0.833
"year",0,1,0.000,1.000,0.250,0.750
"introduces",0,1,0.000,1.000,0.250,0.750
"illinois",0,1,0.000,1.000,0.250,0.750
"texting",0,1,0.000,1.000,0.250,0.750
"while",0,1,0.000,1.000,0.250,0.750
"driving",0,1,0.000,1.000,0.250,0.750
"ban",0,1,0.000,1.000,0.250,0.750
"among",0,1,0.000,1.000,0.250,0.750
"other",0,1,0.000,1.000,0.250,0.750
"laws",0,1,0.000,1.000,0.250,0.750
"rod",0,1,0.000,1.000,0.250,0.750
"woodson",0,1,0.000,1.000,0.250,0.750
"tries",0,1,0.000,1.000,0.250,0.750
"stay",0,2,0.000,1.000,0.167,0.833
"grounded",0,1,0.000,1.000,0.250,0.750
"amid",0,1,0.000,1.000,0.250,0.750
"hall",0,1,0.000,1.000,0.250,0.750
"fame",0,1,0.000,1.000,0.250,0.750
"talk",0,1,0.000,1.000,0.250,0.750
"former",0,3,0.000,1.000,0.125,0.875
"president",0,2,0.000,1.000,0.167,0.833
"gerald",0,1,0.000,1.000,0.250,0.750
"ford",0,1,0.000,1.000,0.250,0.750
"hospitalized",0,1,0.000,1.000,0.250,0.750
"pneumonia",0,1,0.000,1.000,0.250,0.750
"welcomes",0,1,0.000,1.000,0.250,0.750
"specter",0,1,0.000,1.000,0.250,0.750
"law",0,1,0.000,1.000,0.250,0.750
"help",0,1,0.000,1.000,0.250,0.750
"asbestos",0,1,0.000,1.000,0.250,0.750
"sufferers",0,1,0.000,1.000,0.250,0.750
"victoria",0,1,0.000,1.000,0.250,0.750
"australia",0,1,0.000,1.000,0.250,0.750
"france",0,1,0.000,1.000,0.250,0.750
"approves",0,1,0.000,1.000,0.250,0.750
"crackdown",0,1,0.000,1.000,0.250,0.750
"internet",0,1,0.000,1.000,0.250,0.750
"piracy",0,1,0.000,1.000,0.250,0.750
"fine",0,1,0.000,1.000,0.250,0.750
"print",0,1,0.000,1.000,0.250,0.750
"rollout",0,1,0.000,1.000,0.250,0.750
"dazzles",0,1,0.000,1.000,0.250,0.750
"most-read",0,1,0.000,1.000,0.250,0.750
"papers",0,1,0.000,1.000,0.250,0.750
"contempt",0,1,0.000,1.000,0.250,0.750
"court",0,1,0.000,1.000,0.250,0.750
"germany",0,1,0.000,1.000,0.250,0.750
"sinks",0,1,0.000,1.000,0.250,0.750
"its",0,1,0.000,1.000,0.250,0.750
"economic",0,1,0.000,1.000,0.250,0.750
"system",0,1,0.000,1.000,0.250,0.750
"questioned",0,1,0.000,1.000,0.250,0.750
"tropical",0,1,0.000,1.000,0.250,0.750
"dolores",0,1,0.000,1.000,0.250,0.750
"now",0,1,0.000,1.000,0.250,0.750
"active",0,1,0.000,1.000,0.250,0.750
"car",0,1,0.000,1.000,0.250,0.750
"bomb",0,1,0.000,1.000,0.250,0.750
"kills",0,2,0.000,1.000,0.167,0.833
"police",0,2,0.000,1.000,0.167,0.833
"official",0,1,0.000,1.000,0.250,0.750
"spain",0,1,0.000,1.000,0.250,0.750
"invitational",0,1,0.000,1.000,0.250,0.750
"deaf",0,1,0.000,1.000,0.250,0.750
