Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"tunnel",0,1,0.000,1.000,0.246,0.754
"safe",0,1,0.000,1.000,0.246,0.754
"but",0,1,0.000,1.000,0.246,0.754
"not",0,1,0.000,1.000,0.246,0.754
"house",0,1,0.000,1.000,0.246,0.754
"announces",0,1,0.000,1.000,0.246,0.754
"international",0,1,0.000,1.000,0.246,0.754
"meetings",0,1,0.000,1.000,0.246,0.754
"address",0,1,0.000,1.000,0.246,0.754
"energy",0,1,0.000,1.000,0.246,0.754
"climate",0,1,0.000,1.000,0.246,0.754
"issues",0,2,0.000,1.000,0.164,0.836
"troubled",0,1,0.000,1.000,0.246,0.754
"coyotes",0,1,0.000,1.000,0.246,0.754
"gretzky",0,1,0.000,1.000,0.246,0.754
"called",0,1,0.000,1.000,0.246,0.754
"as",0,2,0.000,1.000,0.164,0.836
"savior",0,1,0.000,1.000,0.246,0.754
"again",0,1,0.000,1.000,0.246,0.754
"door",0,1,0.000,1.000,0.246,0.754
"opens",0,1,0.000,1.000,0.246,0.754
"mid-qantas",0,1,0.000,1.000,0.246,0.754
"flight;",0,1,0.000,1.000,0.246,0.754
"plane",0,1,0.000,1.000,0.246,0.754
"emergency",0,1,0.000,1.000,0.246,0.754
"landing",0,1,0.000,1.000,0.246,0.754
"gas",0,1,0.000,1.000,0.246,0.754
"prices",0,1,0.000,1.000,0.246,0.754
"surge",0,1,0.000,1.000,0.246,0.754
"northeast",0,1,0.000,1.000,0.246,0.754
"schapelle",0,1,0.000,1.000,0.246,0.754
"corby",0,1,0.000,1.000,0.246,0.754
"found",0,2,0.000,1.000,0.164,0.836
"guilty",0,1,0.000,1.000,0.246,0.754
"sentenced",0,1,0.000,1.000,0.246,0.754
"20",0,1,0.000,1.000,0.246,0.754
"years",0,1,0.000,1.000,0.246,0.754
"2008",0,2,0.000,1.000,0.164,0.836
"secutech",0,1,0.000,1.000,0.246,0.754
"expo",0,1,0.000,1.000,0.246,0.754
"starts",0,2,0.000,1.000,0.164,0.836
"taipei",0,2,0.000,1.000,0.164,0.836
"taiwan",0,1,0.000,1.000,0.246,0.754
"grasping",0,1,0.000,1.000,0.246,0.754
"global",0,1,0.000,1.000,0.246,0.754
"security",0,1,0.000,1.000,0.246,0.754
"industry",0,2,0.000,1.000,0.164,0.836
"year",0,1,0.000,1.000,0.246,0.754
"introduces",0,1,0.000,1.000,0.246,0.754
"illinois",0,1,0.000,1.000,0.246,0.754
"texting",0,1,0.000,1.000,0.246,0.754
"while",0,1,0.000,1.000,0.246,0.754
"driving",0,1,0.000,1.000,0.246,0.754
"ban",0,1,0.000,1.000,0.246,0.754
"among",0,1,0.000,1.000,0.246,0.754
"other",0,1,0.000,1.000,0.246,0.754
"laws",0,1,0.000,1.000,0.246,0.754
"rod",0,1,0.000,1.000,0.246,0.754
"woodson",0,1,0.000,1.000,0.246,0.754
"tries",0,1,0.000,1.000,0.246,0.754
"stay",0,1,0.000,1.000,0.246,0.754
"grounded",0,1,0.000,1.000,0.246,0.754
"amid",0,1,0.000,1.000,0.246,0.754
"hall",0,1,0.000,1.000,0.246,0.754
"fame",0,1,0.000,1.000,0.246,0.754
"talk",0,1,0.000,1.000,0.246,0.754
"former",0,1,0.000,1.000,0.246,0.754
"president",0,1,0.000,1.000,0.246,0.754
"gerald",0,1,0.000,1.000,0.246,0.754
"ford",0,1,0.000,1.000,0.246,0.754
"hospitalized",0,1,0.000,1.000,0.246,0.754
"pneumonia",0,1,0.000,1.000,0.246,0.754
"welcomes",0,1,0.000,1.000,0.246,0.754
"specter",0,1,0.000,1.000,0.246,0.754
"party",0,1,0.000,1.000,0.246,0.754
"law",0,1,0.000,1.000,0.246,0.754
"help",0,1,0.000,1.000,0.246,0.754
"asbestos",0,1,0.000,1.000,0.246,0.754
"sufferers",0,1,0.000,1.000,0.246,0.754
"victoria",0,1,0.000,1.000,0.246,0.754
"australia",0,1,0.000,1.000,0.246,0.754
"france",0,1,0.000,1.000,0.246,0.754
"approves",0,1,0.000,1.000,0.246,0.754
"crackdown",0,1,0.000,1.000,0.246,0.754
"internet",0,1,0.000,1.000,0.246,0.754
"piracy",0,1,0.000,1.000,0.246,0.754
"fine",0,1,0.000,1.000,0.246,0.754
"print",0,1,0.000,1.000,0.246,0.754
"rollout",0,1,0.000,1.000,0.246,0.754
"dazzles",0,1,0.000,1.000,0.246,0.754
"most-read",0,1,0.000,1.000,0.246,0.754
"papers",0,1,0.000,1.000,0.246,0.754
"contempt",0,1,0.000,1.000,0.246,0.754
"court",0,1,0.000,1.000,0.246,0.754
"germany",0,1,0.000,1.000,0.246,0.754
"sinks",0,1,0.000,1.000,0.246,0.754
"its",0,1,0.000,1.000,0.246,0.754
"economic",0,1,0.000,1.000,0.246,0.754
"system",0,1,0.000,1.000,0.246,0.754
"questioned",0,1,0.000,1.000,0.246,0.754
"tropical",0,1,0.000,1.000,0.246,0.754
"dolores",0,1,0.000,1.000,0.246,0.754
"now",0,1,0.000,1.000,0.246,0.754
"active",0,1,0.000,1.000,0.246,0.754
"car",0,1,0.000,1.000,0.246,0.754
"bomb",0,1,0.000,1.000,0.246,0.754
"kills",0,1,0.000,1.000,0.246,0.754
"police",0,1,0.000,1.000,0.246,0.754
"official",0,1,0.000,1.000,0.246,0.754
"spain",0,1,0.000,1.000,0.246,0.754
"invitational",0,1,0.000,1.000,0.246,0.754
"deaf",0,1,0.000,1.000,0.246,0.754
"slogan",0,1,0.000,1.000,0.246,0.754
"2009",0,1,0.000,1.000,0.246,0.754
"summer",0,1,0.000,1.000,0.246,0.754
"deaflympics",0,1,0.000,1.000,0.246,0.754
"unveiled",0,1,0.000,1.000,0.246,0.754
"government",0,1,0.000,1.000,0.246,0.754
"stops",0,1,0.000,1.000,0.246,0.754
"haiti",0,1,0.000,1.000,0.246,0.754
"evacuations",0,1,0.000,1.000,0.246,0.754
"aims",0,1,0.000,1.000,0.246,0.754
"profit",0,1,0.000,1.000,0.246,0.754
"sterling",0,1,0.000,1.000,0.246,0.754
"payers",0,1,0.000,1.000,0.246,0.754
"google",0,1,0.000,1.000,0.246,0.754
"maps",0,1,0.000,1.000,0.246,0.754
"incorporates",0,1,0.000,1.000,0.246,0.754
"satellite",0,1,0.000,1.000,0.246,0.754
"images",0,1,0.000,1.000,0.246,0.754
"seven",0,1,0.000,1.000,0.246,0.754
"dead",0,1,0.000,1.000,0.246,0.754
"missing",0,1,0.000,1.000,0.246,0.754
"survive",0,1,0.000,1.000,0.246,0.754
"french",0,1,0.000,1.000,0.246,0.754
"helicopter",0,1,0.000,1.000,0.246,0.754
"crash",0,1,0.000,1.000,0.246,0.754
"off",0,1,0.000,1.000,0.246,0.754
"gabon",0,1,0.000,1.000,0.246,0.754
"coast",0,1,0.000,1.000,0.246,0.754
"wikinews",0,1,0.000,1.000,0.246,0.754
"interviews",0,1,0.000,1.000,0.246,0.754
"0",0,1,0.000,1.000,0.246,0.754
"a.d.",0,1,0.000,1.000,0.246,0.754
"development",0,1,0.000,1.000,0.246,0.754
"team",0,1,0.000,1.000,0.246,0.754
"gates",0,1,0.000,1.000,0.246,0.754
"warning",0,1,0.000,1.000,0.246,0.754
"north",0,1,0.000,1.000,0.246,0.754
"korea",0,1,0.000,1.000,0.246,0.754
