Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"photo",1,0,1.000,0.000,0.749,0.251
"shoot",1,1,0.500,0.500,0.499,0.501
"with",12,6,0.667,0.333,0.658,0.342
"their",4,2,0.667,0.333,0.643,0.357
"baby",1,0,1.000,0.000,0.749,0.251
"after",2,6,0.250,0.750,0.278,0.722
"learning",1,0,1.000,0.000,0.749,0.251
"she",1,0,1.000,0.000,0.749,0.251
"had",1,0,1.000,0.000,0.749,0.251
"an",8,2,0.800,0.200,0.773,0.227
"inoperable",1,0,1.000,0.000,0.749,0.251
"brain",3,0,1.000,0.000,0.875,0.125
"tumor",1,0,1.000,0.000,0.749,0.251
"how",13,2,0.867,0.133,0.844,0.156
"flirt",1,0,1.000,0.000,0.749,0.251
"queer",1,0,1.000,0.000,0.749,0.251
"girls",1,0,1.000,0.000,0.749,0.251
"without",1,0,1.000,0.000,0.749,0.251
"making",2,0,1.000,0.000,0.833,0.167
"total",1,0,1.000,0.000,0.749,0.251
"fool",1,0,1.000,0.000,0.749,0.251
"yourself",1,0,1.000,0.000,0.749,0.251
"32",1,0,1.000,0.000,0.749,0.251
"cute",2,0,1.000,0.000,0.833,0.167
"things",6,0,1.000,0.000,0.928,0.072
"distract",1,0,1.000,0.000,0.749,0.251
"from",9,2,0.818,0.182,0.792,0.208
"your",19,0,1.000,0.000,0.975,0.025
"awkward",1,0,1.000,0.000,0.749,0.251
"thanksgiving",2,0,1.000,0.000,0.833,0.167
"if",4,0,1.000,0.000,0.900,0.100
"disney",1,0,1.000,0.000,0.749,0.251
"princesses",1,0,1.000,0.000,0.749,0.251
"were",4,0,1.000,0.000,0.900,0.100
"florida",1,0,1.000,0.000,0.749,0.251
"what's",1,0,1.000,0.000,0.749,0.251
"quote",1,0,1.000,0.000,0.749,0.251
"or",6,0,1.000,0.000,0.928,0.072
"lyric",1,0,1.000,0.000,0.749,0.251
"that",12,1,0.923,0.077,0.893,0.107
"best",4,0,1.000,0.000,0.900,0.100
"describes",1,0,1.000,0.000,0.749,0.251
"depression",2,0,1.000,0.000,0.833,0.167
"natalie",1,0,1.000,0.000,0.749,0.251
"dormer",1,0,1.000,0.000,0.749,0.251
"and",13,7,0.650,0.350,0.643,0.357
"sam",1,0,1.000,0.000,0.749,0.251
"claflin",1,0,1.000,0.000,0.749,0.251
"play",2,0,1.000,0.000,0.833,0.167
"game",3,3,0.500,0.500,0.500,0.500
"see",4,0,1.000,0.000,0.900,0.100
"they'd",1,0,1.000,0.000,0.749,0.251
"actually",3,0,1.000,0.000,0.875,0.125
"last",2,0,1.000,0.000,0.833,0.167
"hunger",1,0,1.000,0.000,0.749,0.251
"games",1,1,0.500,0.500,0.499,0.501
"16",2,0,1.000,0.000,0.833,0.167
"responses",1,0,1.000,0.000,0.749,0.251
"indian",1,2,0.333,0.667,0.375,0.625
"patriarchy",1,0,1.000,0.000,0.749,0.251
"21",5,0,1.000,0.000,0.916,0.084
"times",5,2,0.714,0.286,0.687,0.313
"died",1,0,1.000,0.000,0.749,0.251
"during",2,1,0.667,0.333,0.625,0.375
"captain",1,0,1.000,0.000,0.749,0.251
"america:",1,0,1.000,0.000,0.749,0.251
"civil",1,1,0.500,0.500,0.499,0.501
"war",1,4,0.200,0.800,0.250,0.750
"teaser",1,0,1.000,0.000,0.749,0.251
"17",7,0,1.000,0.000,0.937,0.063
"kourtney",1,0,1.000,0.000,0.749,0.251
"kardashian",1,0,1.000,0.000,0.749,0.251
"shut",1,0,1.000,0.000,0.749,0.251
"down",1,1,0.500,0.500,0.499,0.501
"her",4,0,1.000,0.000,0.900,0.100
"own",2,1,0.667,0.333,0.625,0.375
"family",3,0,1.000,0.000,0.875,0.125
"does",1,1,0.500,0.500,0.499,0.501
"coffee",1,0,1.000,0.000,0.749,0.251
"make",2,0,1.000,0.000,0.833,0.167
"poop",1,0,1.000,0.000,0.749,0.251
"who",9,0,1.000,0.000,0.950,0.050
"ex",1,0,1.000,0.000,0.749,0.251
"based",6,0,1.000,0.000,0.928,0.072
"zodiac",5,0,1.000,0.000,0.916,0.084
"hairdresser",1,0,1.000,0.000,0.749,0.251
"struggles",1,0,1.000,0.000,0.749,0.251
"every",5,0,1.000,0.000,0.916,0.084
"black",1,0,1.000,0.000,0.749,0.251
"girl",1,0,1.000,0.000,0.749,0.251
"knows",1,0,1.000,0.000,0.749,0.251
"be",6,4,0.600,0.400,0.591,0.409
"true",1,0,1.000,0.000,0.749,0.251
"are",18,2,0.900,0.100,0.881,0.119
"more",2,3,0.400,0.600,0.416,0.584
"walter",1,0,1.000,0.000,0.749,0.251
"white",1,1,0.500,0.500,0.499,0.501
"heisenberg",1,0,1.000,0.000,0.749,0.251
"most",5,0,1.000,0.000,0.916,0.084
"canadian",2,2,0.500,0.500,0.500,0.500
"groom",1,0,1.000,0.000,0.749,0.251
"ever",2,0,1.000,0.000,0.833,0.167
"left",1,0,1.000,0.000,0.749,0.251
"his",10,0,1.000,0.000,0.954,0.046
"wedding",1,0,1.000,0.000,0.749,0.251
"plow",1,0,1.000,0.000,0.749,0.251
"out",3,2,0.600,0.400,0.583,0.417
"guests",1,0,1.000,0.000,0.749,0.251
"snow",1,0,1.000,0.000,0.749,0.251
"storm",1,1,0.500,0.500,0.499,0.501
"here's",5,0,1.000,0.000,0.916,0.084
"one",3,2,0.600,0.400,0.583,0.417
"really",1,0,1.000,0.000,0.749,0.251
"weird",1,0,1.000,0.000,0.749,0.251
"thing",3,0,1.000,0.000,0.875,0.125
"about",5,0,1.000,0.000,0.916,0.084
"butterfree",1,0,1.000,0.000,0.749,0.251
"15",2,0,1.000,0.000,0.833,0.167
"resolutions",1,0,1.000,0.000,0.749,0.251
"good",1,0,1.000,0.000,0.749,0.251
"2016",2,0,1.000,0.000,0.833,0.167
"what",8,0,1.000,0.000,0.944,0.056
"try",2,0,1.000,0.000,0.833,0.167
"zoo",1,0,1.000,0.000,0.749,0.251
"animals",1,0,1.000,0.000,0.749,0.251
"around",1,1,0.500,0.500,0.499,0.501
"world",2,0,1.000,0.000,0.833,0.167
"opening",1,1,0.500,0.500,0.499,0.501
"christmas",3,0,1.000,0.000,0.875,0.125
"presents",1,0,1.000,0.000,0.749,0.251
"early",1,0,1.000,0.000,0.749,0.251
"tell",2,0,1.000,0.000,0.833,0.167
"us",1,5,0.167,0.833,0.214,0.786
"yourself(ie):",1,0,1.000,0.000,0.749,0.251
"erica",1,0,1.000,0.000,0.749,0.251
"ash",1,0,1.000,0.000,0.749,0.251
"9",1,0,1.000,0.000,0.749,0.251
"cried",1,0,1.000,0.000,0.749,0.251
"vegetarian",2,0,1.000,0.000,0.833,0.167
"dump",1,0,1.000,0.000,0.749,0.251
"dinners",1,0,1.000,0.000,0.749,0.251
"for",9,9,0.500,0.500,0.500,0.500
"crock",1,0,1.000,0.000,0.749,0.251
"pot",1,0,1.000,0.000,0.749,0.251
"goat",1,0,1.000,0.000,0.749,0.251
"has",2,0,1.000,0.000,0.833,0.167
"been",3,0,1.000,0.000,0.875,0.125
"bullying",1,0,1.000,0.000,0.749,0.251
"tiger",1,0,1.000,0.000,0.749,0.251
"8",1,0,1.000,0.000,0.749,0.251
"fall",2,0,1.000,0.000,0.833,0.167
"shows",1,1,0.500,0.500,0.499,0.501
"excited",1,0,1.000,0.000,0.749,0.251
"10",1,1,0.500,0.500,0.499,0.501
"chance",1,0,1.000,0.000,0.749,0.251
"6",1,1,0.500,0.500,0.499,0.501
"avoid",1,0,1.000,0.000,0.749,0.251
"another",1,0,1.000,0.000,0.749,0.251
"round",1,0,1.000,0.000,0.749,0.251
"episode",1,0,1.000,0.000,0.749,0.251
"25:",1,0,1.000,0.000,0.749,0.251
"stop",1,0,1.000,0.000,0.749,0.251
"telling",1,0,1.000,0.000,0.749,0.251
"women",2,0,1.000,0.000,0.833,0.167
"smile",1,0,1.000,0.000,0.749,0.251
"signs",2,0,1.000,0.000,0.833,0.167
"too",3,0,1.000,0.000,0.875,0.125
"stubborn",1,0,1.000,0.000,0.749,0.251
"live",1,1,0.500,0.500,0.499,0.501
"country",2,0,1.000,0.000,0.833,0.167
"singer",1,1,0.500,0.500,0.499,0.501
"makes",1,1,0.500,0.500,0.499,0.501
"music",2,1,0.667,0.333,0.625,0.375
"boy",1,0,1.000,0.000,0.749,0.251
"spare",1,0,1.000,0.000,0.749,0.251
"time",4,1,0.800,0.200,0.750,0.250
"when",3,1,0.750,0.250,0.700,0.300
"realize",1,0,1.000,0.000,0.749,0.251
"guy",3,0,1.000,0.000,0.875,0.125
"taken",1,0,1.000,0.000,0.749,0.251
"awesome",2,0,1.000,0.000,0.833,0.167
"look",2,0,1.000,0.000,0.833,0.167
"at",3,8,0.273,0.727,0.292,0.708
"behind-the-scenes",1,0,1.000,0.000,0.749,0.251
"concept",1,0,1.000,0.000,0.749,0.251
"art",1,0,1.000,0.000,0.749,0.251
"aladdin",2,0,1.000,0.000,0.833,0.167
"sarah",1,0,1.000,0.000,0.749,0.251
"jessica",1,0,1.000,0.000,0.749,0.251
"parker",1,0,1.000,0.000,0.749,0.251
"talks",1,0,1.000,0.000,0.749,0.251
"being",1,0,1.000,0.000,0.749,0.251
"carrie",1,0,1.000,0.000,0.749,0.251
"hocus",1,0,1.000,0.000,0.749,0.251
"pocus",1,0,1.000,0.000,0.749,0.251
"love",2,0,1.000,0.000,0.833,0.167
"type",1,0,1.000,0.000,0.749,0.251
"swearer",1,0,1.000,0.000,0.749,0.251
"dad",2,0,1.000,0.000,0.833,0.167
"recorded",1,0,1.000,0.000,0.749,0.251
"all",7,0,1.000,0.000,0.937,0.063
"adorable",1,0,1.000,0.000,0.749,0.251
"questions",2,0,1.000,0.000,0.833,0.167
"son",1,0,1.000,0.000,0.749,0.251
"asked",2,0,1.000,0.000,0.833,0.167
"watching",1,0,1.000,0.000,0.749,0.251
"wars",1,0,1.000,0.000,0.749,0.251
"first",2,1,0.667,0.333,0.625,0.375
"29",2,0,1.000,0.000,0.833,0.167
"impossibly",1,0,1.000,0.000,0.749,0.251
"stylish",1,0,1.000,0.000,0.749,0.251
"cat",2,0,1.000,0.000,0.833,0.167
"gifts",1,0,1.000,0.000,0.749,0.251
"order",1,0,1.000,0.000,0.749,0.251
"awesomeness",1,0,1.000,0.000,0.749,0.251
"13",2,0,1.000,0.000,0.833,0.167
"glorious",1,0,1.000,0.000,0.749,0.251
"made-up",1,0,1.000,0.000,0.749,0.251
"words",1,0,1.000,0.000,0.749,0.251
"literature",2,0,1.000,0.000,0.833,0.167
"we",7,0,1.000,0.000,0.937,0.063
"pranked",1,0,1.000,0.000,0.749,0.251
"bunch",1,0,1.000,0.000,0.749,0.251
"people",9,0,1.000,0.000,0.950,0.050
"by",3,4,0.429,0.571,0.437,0.563
"dropping",1,0,1.000,0.000,0.749,0.251
"iphone",1,0,1.000,0.000,0.749,0.251
"front",2,0,1.000,0.000,0.833,0.167
"them",1,0,1.000,0.000,0.749,0.251
"23",3,0,1.000,0.000,0.875,0.125
"flaws",1,0,1.000,0.000,0.749,0.251
"sneakerhead",1,0,1.000,0.000,0.749,0.251
"know",7,1,0.875,0.125,0.833,0.167
"sign",4,0,1.000,0.000,0.900,0.100
"choose",1,0,1.000,0.000,0.749,0.251
"grimes",1,0,1.000,0.000,0.749,0.251
"album",2,1,0.667,0.333,0.625,0.375
"heartbreaking",1,0,1.000,0.000,0.749,0.251
"inspiration",1,0,1.000,0.000,0.749,0.251
"behind",1,1,0.500,0.500,0.499,0.501
"oblivion",1,0,1.000,0.000,0.749,0.251
"instagram",1,0,1.000,0.000,0.749,0.251
"account",1,0,1.000,0.000,0.749,0.251
"recreating",1,0,1.000,0.000,0.749,0.251
"2015's",1,0,1.000,0.000,0.749,0.251
"greatest",1,0,1.000,0.000,0.749,0.251
"hits",1,2,0.333,0.667,0.375,0.625
"barbies",1,0,1.000,0.000,0.749,0.251
"22",3,0,1.000,0.000,0.875,0.125
"adele",1,0,1.000,0.000,0.749,0.251
"memes",2,0,1.000,0.000,0.833,0.167
"pictures",2,0,1.000,0.000,0.833,0.167
"hot",1,0,1.000,0.000,0.749,0.251
"will",6,0,1.000,0.000,0.928,0.072
"never",1,0,1.000,0.000,0.749,0.251
"understand",2,0,1.000,0.000,0.833,0.167
"badly",1,0,1.000,0.000,0.749,0.251
"taking",1,0,1.000,0.000,0.749,0.251
"direction",1,0,1.000,0.000,0.749,0.251
"hiatus",1,0,1.000,0.000,0.749,0.251
"want",1,0,1.000,0.000,0.749,0.251
"guys",2,0,1.000,0.000,0.833,0.167
"pinterest",1,0,1.000,0.000,0.749,0.251
"leaf",1,0,1.000,0.000,0.749,0.251
"hacks",1,0,1.000,0.000,0.749,0.251
"tips",1,0,1.000,0.000,0.749,0.251
"hiking",1,0,1.000,0.000,0.749,0.251
"kids",3,0,1.000,0.000,0.875,0.125
"parent",1,0,1.000,0.000,0.749,0.251
"scariest",1,0,1.000,0.000,0.749,0.251
"halloween",2,0,1.000,0.000,0.833,0.167
"candy",1,0,1.000,0.000,0.749,0.251
"taste",1,0,1.000,0.000,0.749,0.251
"test",3,0,1.000,0.000,0.875,0.125
"dog",1,0,1.000,0.000,0.749,0.251
"begging",1,0,1.000,0.000,0.749,0.251
"human's",1,0,1.000,0.000,0.749,0.251
"forgiveness",1,0,1.000,0.000,0.749,0.251
"cutest",1,0,1.000,0.000,0.749,0.251
"you'll",3,0,1.000,0.000,0.875,0.125
"today",2,0,1.000,0.000,0.833,0.167
"100",1,0,1.000,0.000,0.749,0.251
"years",1,2,0.333,0.667,0.375,0.625
"bollywood",1,0,1.000,0.000,0.749,0.251
"cinema",1,0,1.000,0.000,0.749,0.251
"under",1,1,0.500,0.500,0.499,0.501
"four",2,0,1.000,0.000,0.833,0.167
"minutes",1,0,1.000,0.000,0.749,0.251
"ed",1,0,1.000,0.000,0.749,0.251
"westwick",1,0,1.000,0.000,0.749,0.251
"showed",1,0,1.000,0.000,0.749,0.251
"up",5,2,0.714,0.286,0.687,0.313
"emmys",1,0,1.000,0.000,0.749,0.251
"party",2,1,0.667,0.333,0.625,0.375
"looking",2,0,1.000,0.000,0.833,0.167
"like",5,1,0.833,0.167,0.785,0.215
"chuck",1,0,1.000,0.000,0.749,0.251
"bass",1,0,1.000,0.000,0.749,0.251
"dreams",1,0,1.000,0.000,0.749,0.251
"favorite",1,0,1.000,0.000,0.749,0.251
"activity",1,0,1.000,0.000,0.749,0.251
"visiting",1,0,1.000,0.000,0.749,0.251
"take",2,1,0.667,0.333,0.625,0.375
"color",4,0,1.000,0.000,0.900,0.100
"far",1,0,1.000,0.000,0.749,0.251
"you'd",1,0,1.000,0.000,0.749,0.251
"go",2,0,1.000,0.000,0.833,0.167
"brave",1,0,1.000,0.000,0.749,0.251
"enough",1,0,1.000,0.000,0.749,0.251
"date",2,0,1.000,0.000,0.833,0.167
"werewolf",1,0,1.000,0.000,0.749,0.251
"18",3,1,0.750,0.250,0.700,0.300
"everyone",1,0,1.000,0.000,0.749,0.251
"hates",1,0,1.000,0.000,0.749,0.251
"pda",1,0,1.000,0.000,0.749,0.251
"27",2,0,1.000,0.000,0.833,0.167
"always",1,0,1.000,0.000,0.749,0.251
"happen",1,0,1.000,0.000,0.749,0.251
"office",1,0,1.000,0.000,0.749,0.251
"many",1,0,1.000,0.000,0.749,0.251
"these",4,0,1.000,0.000,0.900,0.100
"spongebob",1,0,1.000,0.000,0.749,0.251
"faces",1,2,0.333,0.667,0.375,0.625
"recognize",2,0,1.000,0.000,0.833,0.167
"golden",1,0,1.000,0.000,0.749,0.251
"globe",1,0,1.000,0.000,0.749,0.251
"reaction",1,0,1.000,0.000,0.749,0.251
"face",1,0,1.000,0.000,0.749,0.251
"25",2,0,1.000,0.000,0.833,0.167
"reasons",2,1,0.667,0.333,0.625,0.375
"trip",1,0,1.000,0.000,0.749,0.251
"costa",1,0,1.000,0.000,0.749,0.251
"rica",1,0,1.000,0.000,0.749,0.251
"could",1,1,0.500,0.500,0.499,0.501
"change",1,0,1.000,0.000,0.749,0.251
"life",2,1,0.667,0.333,0.625,0.375
"literally",2,0,1.000,0.000,0.833,0.167
"just",4,1,0.800,0.200,0.750,0.250
"46",1,0,1.000,0.000,0.749,0.251
"photos",1,0,1.000,0.000,0.749,0.251
"scotland",2,0,1.000,0.000,0.833,0.167
"sexy",1,0,1.000,0.000,0.749,0.251
"as",3,3,0.500,0.500,0.500,0.500
"hell",1,0,1.000,0.000,0.749,0.251
"58",1,0,1.000,0.000,0.749,0.251
"mildly",1,0,1.000,0.000,0.749,0.251
"annoy",1,0,1.000,0.000,0.749,0.251
"anyone",2,0,1.000,0.000,0.833,0.167
"lives",1,0,1.000,0.000,0.749,0.251
"someone",4,0,1.000,0.000,0.900,0.100
"messy",1,0,1.000,0.000,0.749,0.251
"places",2,0,1.000,0.000,0.833,0.167
"lovers",1,0,1.000,0.000,0.749,0.251
"london",1,1,0.500,0.500,0.499,0.501
"lyrics",2,0,1.000,0.000,0.833,0.167
"hotline",1,0,1.000,0.000,0.749,0.251
"bling",1,0,1.000,0.000,0.749,0.251
"drake",1,0,1.000,0.000,0.749,0.251
"weasley",1,0,1.000,0.000,0.749,0.251
"books",1,0,1.000,0.000,0.749,0.251
"90s",1,0,1.000,0.000,0.749,0.251
"kid",1,0,1.000,0.000,0.749,0.251
"immediately",1,0,1.000,0.000,0.749,0.251
"organisation",1,0,1.000,0.000,0.749,0.251
"trying",1,0,1.000,0.000,0.749,0.251
"launch",1,0,1.000,0.000,0.749,0.251
"india's",1,0,1.000,0.000,0.749,0.251
"transgender",1,1,0.500,0.500,0.499,0.501
"model",2,1,0.667,0.333,0.625,0.375
"agency",1,0,1.000,0.000,0.749,0.251
"request",1,0,1.000,0.000,0.749,0.251
"timeout",1,0,1.000,0.000,0.749,0.251
"issa",1,0,1.000,0.000,0.749,0.251
"rae's",1,0,1.000,0.000,0.749,0.251
"insecure",1,0,1.000,0.000,0.749,0.251
"coming",1,0,1.000,0.000,0.749,0.251
"hbo",1,0,1.000,0.000,0.749,0.251
"long",1,0,1.000,0.000,0.749,0.251
"well",3,0,1.000,0.000,0.875,0.125
"pretty",2,0,1.000,0.000,0.833,0.167
"little",1,0,1.000,0.000,0.749,0.251
"liars",1,0,1.000,0.000,0.749,0.251
"you've",1,0,1.000,0.000,0.749,0.251
"using",1,0,1.000,0.000,0.749,0.251
"rice",1,0,1.000,0.000,0.749,0.251
"cooker",1,0,1.000,0.000,0.749,0.251
"wrong",1,0,1.000,0.000,0.749,0.251
"entire",1,0,1.000,0.000,0.749,0.251
"no",2,0,1.000,0.000,0.833,0.167
"actors",1,0,1.000,0.000,0.749,0.251
"nominated",1,0,1.000,0.000,0.749,0.251
"oscar",1,0,1.000,0.000,0.749,0.251
"year",1,1,0.500,0.500,0.499,0.501
"pissed",1,0,1.000,0.000,0.749,0.251
"totally",2,0,1.000,0.000,0.833,0.167
"nailed",1,0,1.000,0.000,0.749,0.251
"modern",1,0,1.000,0.000,0.749,0.251
"day",1,0,1.000,0.000,0.749,0.251
"would",2,0,1.000,0.000,0.833,0.167
"easy",1,0,1.000,0.000,0.749,0.251
"delicious",2,0,1.000,0.000,0.833,0.167
"one-pan",1,0,1.000,0.000,0.749,0.251
"breakfasts",1,0,1.000,0.000,0.749,0.251
"tried",1,0,1.000,0.000,0.749,0.251
"magic",1,0,1.000,0.000,0.749,0.251
"wands",1,0,1.000,0.000,0.749,0.251
"happened",1,0,1.000,0.000,0.749,0.251
"charli",1,0,1.000,0.000,0.749,0.251
"xcx",1,0,1.000,0.000,0.749,0.251
"looked",2,0,1.000,0.000,0.833,0.167
"space",2,0,1.000,0.000,0.833,0.167
"dominatrix",1,0,1.000,0.000,0.749,0.251
"mtv",1,0,1.000,0.000,0.749,0.251
"emas",1,0,1.000,0.000,0.749,0.251
"avengers",1,0,1.000,0.000,0.749,0.251
"they",4,0,1.000,0.000,0.900,0.100
"originally",1,0,1.000,0.000,0.749,0.251
"comics",1,0,1.000,0.000,0.749,0.251
"urinals",1,0,1.000,0.000,0.749,0.251
"worst",1,0,1.000,0.000,0.749,0.251
"human",1,1,0.500,0.500,0.499,0.501
"invention",1,0,1.000,0.000,0.749,0.251
"free",2,1,0.667,0.333,0.625,0.375
"car",1,1,0.500,0.500,0.499,0.501
"oprah",1,0,1.000,0.000,0.749,0.251
"tub",1,0,1.000,0.000,0.749,0.251
"vaseline",1,0,1.000,0.000,0.749,0.251
"tyra",1,0,1.000,0.000,0.749,0.251
"28",1,0,1.000,0.000,0.749,0.251
"crimes",1,1,0.500,0.500,0.499,0.501
"committed",1,0,1.000,0.000,0.749,0.251
"19",2,0,1.000,0.000,0.833,0.167
"beautiful",1,0,1.000,0.000,0.749,0.251
"feels",1,0,1.000,0.000,0.749,0.251
"rid",1,0,1.000,0.000,0.749,0.251
"acne",1,0,1.000,0.000,0.749,0.251
"over",1,5,0.167,0.833,0.214,0.786
"body",1,1,0.500,0.500,0.499,0.501
"24-year-old",1,0,1.000,0.000,0.749,0.251
"got",1,0,1.000,0.000,0.749,0.251
"drunk",1,0,1.000,0.000,0.749,0.251
"accidentally",1,0,1.000,0.000,0.749,0.251
"booked",1,0,1.000,0.000,0.749,0.251
"insane",1,0,1.000,0.000,0.749,0.251
"vacation",1,0,1.000,0.000,0.749,0.251
"going",1,1,0.500,0.500,0.499,0.501
"buy",1,0,1.000,0.000,0.749,0.251
"leona",1,0,1.000,0.000,0.749,0.251
"lewis's",1,0,1.000,0.000,0.749,0.251
"exclusive",1,0,1.000,0.000,0.749,0.251
"grindr",1,0,1.000,0.000,0.749,0.251
"24",1,0,1.000,0.000,0.749,0.251
"desserts",1,0,1.000,0.000,0.749,0.251
"aren't",1,0,1.000,0.000,0.749,0.251
"pie",1,0,1.000,0.000,0.749,0.251
"jason",1,0,1.000,0.000,0.749,0.251
"aldean",1,0,1.000,0.000,0.749,0.251
"wore",1,0,1.000,0.000,0.749,0.251
"blackface",1,0,1.000,0.000,0.749,0.251
"dress",1,0,1.000,0.000,0.749,0.251
"lil",1,0,1.000,0.000,0.749,0.251
"wayne",1,0,1.000,0.000,0.749,0.251
"college",1,0,1.000,0.000,0.749,0.251
"sucked",1,0,1.000,0.000,0.749,0.251
"hardest",1,0,1.000,0.000,0.749,0.251
"america's",1,0,1.000,0.000,0.749,0.251
"next",1,1,0.500,0.500,0.499,0.501
"top",1,1,0.500,0.500,0.499,0.501
"quiz",1,0,1.000,0.000,0.749,0.251
"determine",1,0,1.000,0.000,0.749,0.251
"masturbate",1,0,1.000,0.000,0.749,0.251
"42",1,0,1.000,0.000,0.749,0.251
"romantic",1,0,1.000,0.000,0.749,0.251
"lines",1,0,1.000,0.000,0.749,0.251
"ya",1,0,1.000,0.000,0.749,0.251
"reporter",1,2,0.333,0.667,0.375,0.625
"responded",1,0,1.000,0.000,0.749,0.251
"vulgar",1,0,1.000,0.000,0.749,0.251
"comment",1,0,1.000,0.000,0.749,0.251
"mama",1,0,1.000,0.000,0.749,0.251
"joke",1,0,1.000,0.000,0.749,0.251
"smooth",1,0,1.000,0.000,0.749,0.251
"af",2,0,1.000,0.000,0.833,0.167
"bart",1,0,1.000,0.000,0.749,0.251
"lisa",1,0,1.000,0.000,0.749,0.251
"compatible",1,0,1.000,0.000,0.749,0.251
"remember",2,0,1.000,0.000,0.833,0.167
"vampire",1,0,1.000,0.000,0.749,0.251
"diaries",1,0,1.000,0.000,0.749,0.251
"murder",1,1,0.500,0.500,0.499,0.501
"house",1,1,0.500,0.500,0.499,0.501
"sabrina",1,0,1.000,0.000,0.749,0.251
"teenage",1,0,1.000,0.000,0.749,0.251
"witch",1,0,1.000,0.000,0.749,0.251
"12",1,0,1.000,0.000,0.749,0.251
"grew",1,0,1.000,0.000,0.749,0.251
"san",1,1,0.500,0.500,0.499,0.501
"francisco",1,0,1.000,0.000,0.749,0.251
"say",2,0,1.000,0.000,0.833,0.167
"chronic",1,0,1.000,0.000,0.749,0.251
"pain",1,0,1.000,0.000,0.749,0.251
"hear",1,0,1.000,0.000,0.749,0.251
"amazing",2,0,1.000,0.000,0.833,0.167
"bodycon",1,0,1.000,0.000,0.749,0.251
"looks",1,1,0.500,0.500,0.499,0.501
"wanna",1,0,1.000,0.000,0.749,0.251
"rock",1,0,1.000,0.000,0.749,0.251
"there's",1,0,1.000,0.000,0.749,0.251
"beauty",1,0,1.000,0.000,0.749,0.251
"box",1,1,0.500,0.500,0.499,0.501
"catering",1,0,1.000,0.000,0.749,0.251
"taught",1,0,1.000,0.000,0.749,0.251
"grandmas",1,0,1.000,0.000,0.749,0.251
"nae",2,0,1.000,0.000,0.833,0.167
"it",1,0,1.000,0.000,0.749,0.251
"was",1,2,0.333,0.667,0.375,0.625
"products",1,0,1.000,0.000,0.749,0.251
"embracing",1,0,1.000,0.000,0.749,0.251
"inner",1,0,1.000,0.000,0.749,0.251
"kanye",1,0,1.000,0.000,0.749,0.251
"draw",1,0,1.000,0.000,0.749,0.251
"hand",2,0,1.000,0.000,0.833,0.167
"maybe",1,0,1.000,0.000,0.749,0.251
"can",3,0,1.000,0.000,0.875,0.125
"identify",1,0,1.000,0.000,0.749,0.251
"movies",1,0,1.000,0.000,0.749,0.251
"main",1,1,0.500,0.500,0.499,0.501
"character's",1,0,1.000,0.000,0.749,0.251
"bff",1,0,1.000,0.000,0.749,0.251
"tweets",2,0,1.000,0.000,0.833,0.167
"prove",2,0,1.000,0.000,0.833,0.167
"real",4,0,1.000,0.000,0.900,0.100
"dick",1,0,1.000,0.000,0.749,0.251
"sometimes",1,0,1.000,0.000,0.749,0.251
"badass",2,0,1.000,0.000,0.833,0.167
"lady",1,0,1.000,0.000,0.749,0.251
"valentine",1,0,1.000,0.000,0.749,0.251
